ano,identificacao,tipo,autoria,casa,data_apresentacao,situacao,virou_norma,tema,ementa,codigo_materia,url
2017,MPV 767/2017,Medida Provisória,Presidência da República,CN,2017-01-06,TRANSFORMADA EM NORMA JURÍDICA COM VETO PARCIAL,True,Saúde,"Altera a Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social, e a Lei nº 11.907, de 2 de fevereiro de 2009, que dispõe sobre a reestruturação da composição remuneratória da Carreira de Perito Médico Previdenciário e da Carreira de Supervisor Médico-Pericial, e institui o Bônus Especial de Desempenho Institucional por Perícia Médica em Benefícios por Incapacidade.",127898,https://legis.senado.gov.br/sdleg-getter/documento?dm=2517551
2017,PDS 3/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-01-10,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Cooperação e Facilitação de Investimentos entre a República Federativa do Brasil e a República do Maláui, assinado em Brasília, em 25 de junho de 2015.",127902,https://legis.senado.gov.br/sdleg-getter/documento?dm=894920
2017,PDS 2/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-01-10,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o Acordo de Cooperação e Facilitação de Investimentos entre o Governo da República Federativa do Brasil e o Governo da República de Moçambique, assinado em Maputo, em 30 de março de 2015.",127901,https://legis.senado.gov.br/sdleg-getter/documento?dm=894959
2017,PDS 1/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-01-10,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Cooperação e Facilitação de Investimentos entre o Governo da República Federativa do Brasil e o Governo da República de Angola, assinado em Luanda, em 1º de abril de 2015.",127900,https://legis.senado.gov.br/sdleg-getter/documento?dm=894998
2017,PLC 1/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Homenagens/Denominações,Institui o Dia Nacional do Zootecnista.,127904,https://legis.senado.gov.br/sdleg-getter/documento?dm=500599
2017,PLC 9/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Outros,"Altera a redação do art. 1.815 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para promover ação visando à declaração de indignidade de herdeiro ou legatário.",127911,https://legis.senado.gov.br/sdleg-getter/documento?dm=500325
2017,PLC 8/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Homenagens/Denominações,Institui o Dia Nacional do Exportador.,127910,https://legis.senado.gov.br/sdleg-getter/documento?dm=500364
2017,PLC 7/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Outros,Institui a Política Nacional de Incentivo à Produção de Cacau de Qualidade.,127919,https://legis.senado.gov.br/sdleg-getter/documento?dm=500013
2017,PLC 4/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Homenagens/Denominações,Institui a Semana Nacional da Agricultura Familiar.,127907,https://legis.senado.gov.br/sdleg-getter/documento?dm=500482
2017,PLC 2/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Homenagens/Denominações,"Confere ao Município de Limeira, no Estado de São Paulo, o título de Capital Nacional da Joia Folheada.",127905,https://legis.senado.gov.br/sdleg-getter/documento?dm=500560
2017,PLC 15/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA COM VETO PARCIAL,True,Tributário e Economia,Regulamenta o exercício da profissão de Técnico em Biblioteconomia.,127917,https://legis.senado.gov.br/sdleg-getter/documento?dm=500091
2017,PLC 14/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Homenagens/Denominações,"Altera a Lei nº 10.457, de 14 de maio de 2002, substituindo a expressão “Dia do Bacharel em Turismo” por “Dia Nacional do Turismólogo e dos Profissionais do Turismo”.",127916,https://legis.senado.gov.br/sdleg-getter/documento?dm=500130
2017,PLC 13/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,REMETIDA À CÂMARA DOS DEPUTADOS,False,Saúde,Obriga os estabelecimentos de saúde da rede pública e privada a notificar os casos de atendimentos que envolvam acidentes de crianças e adolescentes de zero a quatorze anos.,127915,https://legis.senado.gov.br/sdleg-getter/documento?dm=500169
2017,PLC 12/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-01-11,TRANSFORMADA EM NORMA JURÍDICA,True,Outros,"Altera a redação da Lei nº 10.671, de 15 de maio de 2003, que dispõe sobre o Estatuto de Defesa do Torcedor, para ampliar o prazo de impedimento de que trata o art. 39-A, estender sua incidência a atos praticados em datas e locais distintos dos eventos esportivos e instituir novas hipóteses de responsabilidade civil objetiva de torcidas organizadas.",127914,https://legis.senado.gov.br/sdleg-getter/documento?dm=500208
2017,PLS 8/2017,Projeto de Lei Ordinária,Senador Humberto Costa (PT/PE),SF,2017-02-01,TRANSFORMADA EM NORMA JURÍDICA,True,Saúde,"Dispõe sobre a Política Nacional de Saúde Bucal no âmbito do Sistema Único de Saúde (SUS) e altera a Lei nº 8.080, de 19 de setembro de 1990, para incluir a saúde bucal no campo de atuação do SUS.",127956,https://legis.senado.gov.br/sdleg-getter/documento?dm=4893098
2017,PRS 1/2017,Projeto de Resolução,Senador Roberto Muniz (PP/BA),SF,2017-02-07,TRANSFORMADA EM NORMA JURÍDICA,True,Homenagens/Denominações,"Institui a Comenda do Mérito Futebolístico Associação Chapecoense de Futebol, a ser conferida pelo Senado Federal a pessoas jurídicas, atletas, dirigentes e demais profissionais que tenham se destacado em competições esportivas ou na promoção do futebol.",127957,https://legis.senado.gov.br/sdleg-getter/documento?dm=4958291
2017,PLS 14/2017,Projeto de Lei Ordinária,Senador Eduardo Amorim (PSDB/SE),SF,2017-02-08,REMETIDA À CÂMARA DOS DEPUTADOS,False,Saúde,"Acrescenta o art. 118-A à Lei nº 8.213, de 24 de julho de 1991, para conceder garantia de emprego ao segurado com câncer que perceber auxílio-doença, acidentário ou não.",127990,https://legis.senado.gov.br/sdleg-getter/documento?dm=4982453
2017,PLS 15/2017,Projeto de Lei Ordinária,Senador Lasier Martins (PSD/RS),SF,2017-02-08,REMETIDA À CÂMARA DOS DEPUTADOS,False,Segurança e Justiça,"Altera o art. 13 da Lei nº 5.070, de 7 de julho de 1966, que cria o Fundo de Fiscalização das Telecomunicações e dá outras providências, para isentar do pagamento das taxas do FISTEL os serviços públicos de emergência e de segurança pública.",128006,https://legis.senado.gov.br/sdleg-getter/documento?dm=4982622
2017,PEC 2/2017,Proposta de Emenda à Constituição,"Senador Eunício Oliveira (MDB/CE), Senador Edison Lobão (MDB/MA), Senador Elmano Férrer (MDB/PI), Senador Garibaldi Alves Filho (MDB/RN), Senador Hélio José (MDB/DF), Senador José Maranhão (MDB/PB), Senador Renan Calheiros (MDB/AL), Senadora Simone Tebet (MDB/MS), Senador Waldemir Moka (MDB/MS), Senador Aloysio Nunes Ferreira (PSDB/SP), Senador Antonio Anastasia (PSDB/MG), Senador Ataídes Oliveira (PSDB/TO), Senador Cássio Cunha Lima (PSDB/PB), Senador Davi Alcolumbre (DEM/AP), Senador Flexa Ribeiro (PSDB/PA), Senador José Agripino (DEM/RN), Senador José Aníbal (PSDB/SP), Senador Tasso Jereissati (PSDB/CE), Senador Ivo Cassol (PP/RO), Senador José Medeiros (PSD/MT), Senador Lasier Martins (PSD/RS), Senador Otto Alencar (PSD/BA), Senador Sérgio Petecão (PSD/AC), Senador Wilder Morais (PP/GO), Senadora Gleisi Hoffmann (PT/PR), Senador Humberto Costa (PT/PE), Senador José Pimentel (PT/CE), Senador Lindbergh Farias (PT/RJ), Senador Paulo Paim (PT/RS), Senador Paulo Rocha (PT/PA), Senador Cristovam Buarque (CIDADANIA/DF), Senador Fernando Bezerra Coelho (PSB/PE), Senadora Lídice da Mata (PSB/BA), Senadora Lúcia Vânia (PSB/GO), Senador Romário (PSB/RJ), Senadora Vanessa Grazziotin (PCdoB/AM), Senador Fernando Collor (PTC/AL), Senador Thieres Pinto (PTB/RR)",SF,2017-02-08,TRANSFORMADA EM NORMA JURÍDICA,True,Administração Pública,Altera o § 1º do art. 31 e o art. 75 da Constituição Federal para estabelecer os Tribunais de Contas como órgãos permanentes e essenciais ao controle externo da administração pública.,128035,https://legis.senado.gov.br/sdleg-getter/documento?dm=4984375
2017,PLC 17/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-02-10,TRANSFORMADA EM NORMA JURÍDICA,True,Administração Pública,"Dispõe sobre a proibição da eliminação de cães e gatos pelos órgãos de controle de zoonoses, canis públicos e estabelecimentos oficiais congêneres, e dá outras providências.",128087,https://legis.senado.gov.br/sdleg-getter/documento?dm=4987819
2017,PLS 21/2017,Projeto de Lei Ordinária,Senadora Rose de Freitas (MDB/ES),SF,2017-02-14,REMETIDA À CÂMARA DOS DEPUTADOS,False,Defesa do Consumidor,Torna obrigatória a disponibilização de balanças de precisão em estabelecimentos varejistas que comercializem produtos lacrados a fim de possibilitar a conferência pelos consumidores.,128094,https://legis.senado.gov.br/sdleg-getter/documento?dm=5000782
2017,PLS 25/2017,Projeto de Lei Ordinária,Senador Lasier Martins (PSD/RS),SF,2017-02-14,REMETIDA À CÂMARA DOS DEPUTADOS,False,Educação,"Altera as Leis nos 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, e 9.615, de 24 de março de 1998, que institui normas gerais do desporto e dá outras providências, para incentivar e desenvolver o desporto nos sistemas de ensino.",128098,https://legis.senado.gov.br/sdleg-getter/documento?dm=5001010
2017,PDS 14/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República Islâmica da Mauritânia sobre Trabalho Remunerado por parte de Dependentes do Pessoal Diplomático, Consular, Militar, Administrativo e Técnico, celebrado em Nouakchott, em 26 de abril de 2012.",128126,https://legis.senado.gov.br/sdleg-getter/documento?dm=5001673
2017,PDS 11/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo Constituinte do Centro para os Serviços de Informação e Assessoramento sobre a Comercialização dos Produtos Pesqueiros na América Latina e no Caribe (INFOPESCA), celebrado em São José, Costa Rica, em 18 de fevereiro de 1994.",128123,https://legis.senado.gov.br/sdleg-getter/documento?dm=5001708
2017,PDS 12/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República de Gana sobre o Exercício de Atividade Remunerada por parte de Dependentes do Pessoal Diplomático, Consular, Militar, Administrativo e Técnico de Missões Diplomáticas e Consulares, celebrado em Brasília, em 29 de julho de 2013.",128124,https://legis.senado.gov.br/sdleg-getter/documento?dm=5001730
2017,PDS 15/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Saúde,"Aprova o texto da Decisão nº 2/2012 do Conselho de Chefas e Chefes de Estado e de Governo da União de Nações Sul-Americanas, que decide aprovar o Estatuto do Instituto Sul-Americano de Governo em Saúde, no âmbito do Conselho de Saúde Sul-Americano, adotada na Cúpula de Lima, em 30 de novembro de 2012.",128127,https://legis.senado.gov.br/sdleg-getter/documento?dm=5001866
2017,PDS 10/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Previdência Social entre a República Federativa do Brasil e o Grão-Ducado de Luxemburgo, assinado em Luxemburgo, em 22 de junho de 2012.",128122,https://legis.senado.gov.br/sdleg-getter/documento?dm=5002041
2017,PDS 9/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Senegal para Cooperação Científica e Tecnológica, celebrado em Brasília, em 21 de maio de 2010.",128119,https://legis.senado.gov.br/sdleg-getter/documento?dm=5002019
2017,PDS 7/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Cooperação Educacional entre o Governo da República Federativa do Brasil e o Governo da República da Macedônia, assinado em Brasília, em 22 de abril de 2013.",128116,https://legis.senado.gov.br/sdleg-getter/documento?dm=5002063
2017,PDS 8/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo-Quadro de Cooperação nos Domínios da Educação e da Educação Superior entre o Governo da República Federativa do Brasil e o Governo da República da Áustria, assinado em Brasília, em 11 de março de 2013.",128117,https://legis.senado.gov.br/sdleg-getter/documento?dm=5002085
2017,PDS 13/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-14,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Cooperação Cultural entre o Governo da República Federativa do Brasil e o Governo de Santa Lúcia, assinado em Brasília, em 26 de abril de 2010.",128125,https://legis.senado.gov.br/sdleg-getter/documento?dm=5002131
2017,PLS 28/2017,Projeto de Lei Ordinária,Senador Romário (PSB/RJ),SF,2017-02-15,REMETIDA À CÂMARA DOS DEPUTADOS,False,Tributário e Economia,"Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para estender a todas as pessoas com deficiência a isenção do Imposto sobre Produtos Industrializados (IPI) incidente sobre a aquisição de automóveis.",128137,https://legis.senado.gov.br/sdleg-getter/documento?dm=5003738
2017,PEC 4/2017,Proposta de Emenda à Constituição,"Senador Flexa Ribeiro (PSDB/PA), Senador Roberto Muniz (PP/BA), Senador Eduardo Lopes (REPUBLICANOS/RJ), Senador Romário (PSB/RJ), Senador Armando Monteiro (PTB/PE), Senador Fernando Bezerra Coelho (PSB/PE), Senador Antonio Anastasia (PSDB/MG), Senador Tasso Jereissati (PSDB/CE), Senador Cássio Cunha Lima (PSDB/PB), Senador Ricardo Ferraço (PSDB/ES), Senadora Rose de Freitas (MDB/ES), Senadora Regina Sousa (PT/PI), Senador José Agripino (DEM/RN), Senador Dário Berger (MDB/SC), Senador Eduardo Amorim (PSDB/SE), Senadora Vanessa Grazziotin (PCdoB/AM), Senador Omar Aziz (PSD/AM), Senador Roberto Requião (MDB/PR), Senador Alvaro Dias (PV/PR), Senador Sérgio Petecão (PSD/AC), Senador Waldemir Moka (MDB/MS), Senadora Simone Tebet (MDB/MS), Senador Hélio José (MDB/DF), Senador Reguffe (S/Partido/DF), Senador Valdir Raupp (MDB/RO), Senador Vicentinho Alves (PL/TO), Senador João Capiberibe (PSB/AP), Senador Randolfe Rodrigues (REDE/AP), Senador Thieres Pinto (PTB/RR), Senador Otto Alencar (PSD/BA)",SF,2017-02-15,REMETIDA À CÂMARA DOS DEPUTADOS,False,Outros,"Altera a redação do art. 121 da Constituição Federal, para estabelecer que os membros da Justiça Eleitoral não poderão ter tido filiação partidária nos dois anos anteriores à posse no cargo ou ao início do exercício da função.",128136,https://legis.senado.gov.br/sdleg-getter/documento?dm=5004036
2017,PRS 3/2017,Projeto de Resolução,"Comissão de Constituição, Justiça e Cidadania",SF,2017-02-16,TRANSFORMADA EM NORMA JURÍDICA,True,Saúde,"Suspende, nos termos do art. 52, inciso X, da Constituição Federal, a execução do § 2º do art. 14 da Lei nº 4.502, de 30 de novembro de 1964, com a redação conferida pela Lei nº 7.798, de 10 de julho de 1989, resultado da conversão da Medida Provisória nº 69, de 19 de junho de 1989.",128145,https://legis.senado.gov.br/sdleg-getter/documento?dm=5019194
2017,PDS 16/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo para Integração Fronteiriça entre a República Federativa do Brasil e a República do Peru na Área de Telecomunicações, assinado em Lima, em 11 de novembro de 2013.",128167,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047038
2017,PDS 17/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República de Serra Leoa sobre Cooperação Cultural, assinado em Brasília, em 19 de agosto de 2009.",128168,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047163
2017,PDS 18/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo entre a República Federativa do Brasil e a Organização Mundial de Propriedade Intelectual para a Criação de um Escritório de Coordenação dessa Organização no Brasil, assinado em Genebra, em 2 de outubro de 2009, e da Emenda ao Artigo IV desse Acordo, celebrada por troca de Notas entre a Delegação Permanente do Brasil perante a Organização Mundial do Comércio (OMC) e a Organização Mundial de Propriedade Intelectual (OMPI), em 27 de setembro de 2011.",128169,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047185
2017,PDS 19/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo sobre Trabalho Remunerado por parte de Dependentes do Pessoal Diplomático, Consular, Militar, Administrativo e Técnico entre o Governo da República Federativa do Brasil e o Governo da República de Honduras, celebrado em Brasília, 9 de fevereiro de 2012.",128170,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047207
2017,PDS 20/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da União de Myanmar, assinado em Nay Pyi Taw, em 29 de julho de 2013.",128171,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047229
2017,PLS 33/2017,Projeto de Lei Ordinária,Senadora Rose de Freitas (MDB/ES),SF,2017-02-21,REMETIDA À CÂMARA DOS DEPUTADOS,False,Tributário e Economia,"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para criminalizar o cadastramento do consumidor, sem a sua autorização expressa, em programa promocional realizado por instituição financeira.",128183,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047113
2017,PDS 28/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo entre a República Federativa do Brasil e o Reino da Espanha relativo à Troca e Proteção Mútua de Informações Classificadas, assinado em Brasília, em 15 de abril de 2015.",128179,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047273
2017,PDS 29/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Cooperação e Facilitação de Investimentos entre a República Federativa do Brasil e os Estados Unidos Mexicanos, assinado na Cidade do México, em 26 de maio de 2015.",128180,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047295
2017,PDS 23/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo de Cooperação Cultural entre o Governo da República Federativa do Brasil e o Governo da Federação de São Cristóvão e Névis, assinado em Brasília, em 26 de abril de 2010.",128174,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047329
2017,PDS 22/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da Federação da Rússia sobre Cooperação em Defesa, assinado em Moscou, em 14 de dezembro de 2012.",128173,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047400
2017,PDS 21/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da Geórgia, assinado em Brasília, em 26 de agosto de 2011.",128172,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047378
2017,PDS 25/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Tributário e Economia,"Aprova o texto da Convenção entre o Governo da República Federativa do Brasil e o Governo da Federação Russa para Evitar a Dupla Tributação e Prevenir a Evasão Fiscal em Matéria de Impostos sobre a Renda, assinada em Brasília, em 22 de novembro de 2004.",128176,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047422
2017,PDS 26/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Protocolo Alterando a Convenção entre o Governo da República Federativa do Brasil e o Governo da República da Índia Destinada a Evitar a Dupla Tributação e Prevenir a Evasão Fiscal em Matéria de Impostos sobre a Renda, celebrado em Brasília, em 15 de outubro de 2013.",128177,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047444
2017,PDS 27/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Protocolo Facultativo à Convenção sobre os Direitos da Criança Relativo a um Procedimento de Comunicações, celebrado em Nova York, em 19 de dezembro de 2011.",128178,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047466
2017,PDS 24/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-02-21,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Acordo sobre o Aquífero Guarani, firmado em San Juan, República Argentina, em 2 de agosto de 2010.",128175,https://legis.senado.gov.br/sdleg-getter/documento?dm=5047557
2017,PRS 5/2017,Projeto de Resolução,Senadora Rose de Freitas (MDB/ES),SF,2017-02-22,TRANSFORMADA EM NORMA JURÍDICA,True,Homenagens/Denominações,"Altera o Regimento Interno do Senado Federal para redefinir as atribuições e as denominações das Comissões de Meio Ambiente, Defesa do Consumidor e Fiscalização e Controle (CMA) e de Transparência e Governança Pública (CTG).",128197,https://legis.senado.gov.br/sdleg-getter/documento?dm=5050765
2017,PLS 39/2017,Projeto de Lei Ordinária,Senador Alvaro Dias (PV/PR),SF,2017-03-07,REMETIDA À CÂMARA DOS DEPUTADOS,False,Tributário e Economia,"Altera a Lei nº 5.851, de 7 de dezembro de 1972, para prever que constituirão recursos da Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA) os oriundos do licenciamento para exploração comercial das tecnologias, dos produtos, dos cultivares protegidos, dos serviços e dos direitos de uso da marca.",128221,https://legis.senado.gov.br/sdleg-getter/documento?dm=5065182
2017,PLC 18/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-03-07,TRANSFORMADA EM NORMA JURÍDICA,True,Segurança e Justiça,"Inclui a comunicação no rol de direitos assegurados à mulher pela Lei Maria da Penha, bem como reconhece que a violação da sua intimidade consiste em uma das formas de violência doméstica e familiar; tipifica a exposição pública da intimidade sexual; e altera a Lei n° 11.340 de 7 de agosto de 2006 (Lei Maria da Penha), e o Decreto-Lei n° 2.848, de 7 de dezembro de 1940 (Código Penal).",128223,https://legis.senado.gov.br/sdleg-getter/documento?dm=5065865
2017,PLC 19/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-03-07,TRANSFORMADA EM NORMA JURÍDICA COM VETO PARCIAL,True,Outros,Dispõe sobre a Identidade Civil Nacional e dá outras providências.,128224,https://legis.senado.gov.br/sdleg-getter/documento?dm=5065887
2017,PLC 21/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-03-07,TRANSFORMADA EM NORMA JURÍDICA,True,Segurança e Justiça,"Estabelece o sistema de garantia de direitos de crianças e adolescentes vítimas e testemunhas de violência; altera a Lei nº 8.069, de 13 de julho de 1990; e dá outras providências.",128226,https://legis.senado.gov.br/sdleg-getter/documento?dm=5065931
2017,PLC 20/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-03-07,TRANSFORMADA EM NORMA JURÍDICA,True,Saúde,"Altera a Lei n° 11.664, de 29 de abril de 2008, que “dispõe sobre a efetivação de ações de saúde que assegurem a prevenção, a detecção, o tratamento e o seguimento dos cânceres do colo uterino e de mama, no âmbito do Sistema Único de Saúde — SUS”, para estabelecer que serão desenvolvidas estratégias específicas de busca ativa de mulheres que enfrentam dificuldades de acesso aos procedimentos previstos no art. 1° da referida Lei.",128225,https://legis.senado.gov.br/sdleg-getter/documento?dm=5065909
2017,PLS 43/2017,Projeto de Lei Ordinária,Senador Zeze Perrella (MDB/MG),SF,2017-03-07,REMETIDA À CÂMARA DOS DEPUTADOS,False,Saúde,Determina que as bulas de medicamentos tragam advertência dirigida aos atletas sobre sua obrigação de consultar a lista atualizada de substâncias e métodos proibidos antes de consumir medicamentos.,128230,https://legis.senado.gov.br/sdleg-getter/documento?dm=5065968
2017,PLS 68/2017,Projeto de Lei Ordinária,Comissão Diretora do Senado Federal,SF,2017-03-08,REMETIDA À CÂMARA DOS DEPUTADOS,False,Outros,Institui a Lei Geral do Esporte.,128465,https://legis.senado.gov.br/sdleg-getter/documento?dm=5070182
2017,PLS 50/2017,Projeto de Lei Ordinária,Senador Paulo Paim (PT/RS),SF,2017-03-13,REMETIDA À CÂMARA DOS DEPUTADOS,False,Outros,Regulamenta o exercício das profissões de transcritor e de revisor de textos em braille.,128288,https://legis.senado.gov.br/sdleg-getter/documento?dm=5079148
2017,PDS 32/2017,Projeto de Decreto Legislativo,Câmara dos Deputados,SF,2017-03-13,TRANSFORMADA EM NORMA JURÍDICA,True,Relações Exteriores (tratados),"Aprova o texto do Protocolo Adicional ao Tratado Constitutivo da UNASUL sobre Compromisso com a Democracia, assinado em Georgetown, em 26 de novembro de 2010.",128272,https://legis.senado.gov.br/sdleg-getter/documento?dm=5079280
2017,PLC 25/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-03-13,TRANSFORMADA EM NORMA JURÍDICA,True,Assistência e Direitos,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para garantir o direito a acompanhamento e orientação à mãe com relação à amamentação.",128276,https://legis.senado.gov.br/sdleg-getter/documento?dm=5079192
2017,PLC 24/2017,Projeto de Lei Ordinária,Câmara dos Deputados,SF,2017-03-13,TRANSFORMADA EM NORMA JURÍDICA,True,Outros,Institui o mês de agosto como o Mês do Aleitamento Materno.,128275,https://legis.senado.gov.br/sdleg-getter/documento?dm=5079214
